total_revenue_inr,total_orders,completed_orders,aov_inr,cancel_return_rate,date_range_start,date_range_end,top_category,top_category_share,top_state,top_state_share
70293629.0,120229,101083,695.41,0.17,2022-01-04,2022-12-06,T-shirt,0.4984,MAHARASHTRA,0.1716
